title,ratings,imdb_rating,imdb_votes,value,metascore,language,short_plot,poster,awards
Chopsticks,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",6.5,"5,306",,,Hindi,A gifted but insecure woman is in for a transformative experience when she enlists an enigmatic con to help recover her stolen car from a Mumbai thug.,https://m.media-amazon.com/images/M/MV5BZTY4OTdhYWItMDAyOC00YzI5LTkzMDgtMmI2NzFiMTBmNjc2XkEyXkFqcGc@._V1_SX300.jpg,
Killer Ratings,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",7.5,"2,046",,,Portuguese,"The true-life story of Brazilian TV host Wallace Souza, who was accused of literally killing for ratings, and using his crime TV show to cover up the grizzly truth.",https://m.media-amazon.com/images/M/MV5BOWU1YzA0NDktN2YyYS00OGY1LTkzMTQtN2Y2Y2I2MWM3MjIzXkEyXkFqcGc@._V1_SX300.jpg,
Mere Pyare Prime Minister,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,,,,Portuguese,"The true-life story of Brazilian TV host Wallace Souza, who was accused of literally killing for ratings, and using his crime TV show to cover up the grizzly truth.",https://m.media-amazon.com/images/M/MV5BOWU1YzA0NDktN2YyYS00OGY1LTkzMTQtN2Y2Y2I2MWM3MjIzXkEyXkFqcGc@._V1_SX300.jpg,
Pegasus,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,"2,680",,,"Mandarin, Chinese, Cantonese",An old-time racing champion tries to come back to the race track.,https://m.media-amazon.com/images/M/MV5BMzY0NDBlY2MtNGQwMS00NjVhLTg3NTUtYTgyZjE3ZDgwODE5XkEyXkFqcGc@._V1_SX300.jpg,
When They See Us,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",8.8,"149,814",,,"English, Spanish",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,https://m.media-amazon.com/images/M/MV5BMGU0MDIzZTAtYjBjZi00ZDQ1LThlYzctNWJkOWU4NTI5OWNkXkEyXkFqcGc@._V1_SX300.jpg,
Svaha: The Sixth Finger,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,"5,691",,,"Korean, English","Pastor Park works to expose suspicious religious groups. He's hired to look into the cult group Deer Mount. Meanwhile, Police Captain Hwang investigates a murder case and the main suspect is a member of the Deer Mount cult.",https://m.media-amazon.com/images/M/MV5BYTZhZjlmYTEtNGQ2ZC00NmFhLTk5NWMtYzdkOWRiZjM5ZGM5XkEyXkFqcGc@._V1_SX300.jpg,
Historical Roasts,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",5.4,"1,887",,,English,"""Roastmaster General"" Jeff Ross and a slew of guest stars poke fun at major historical figures while also honoring their enduring impact on the world.",https://m.media-amazon.com/images/M/MV5BMzg0OTU5ZTItODM0OC00MmY0LWJjZDMtYTdjYjVjNWVlNzc1XkEyXkFqcGc@._V1_SX300.jpg,
After Maria,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",4.9,428,,,Spanish,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.,https://m.media-amazon.com/images/M/MV5BYjZjYjFmNTYtNjgyNy00MTQ0LTg0MTYtYjQ1NTI2OTFiNTcyXkEyXkFqcGc@._V1_SX300.jpg,
Hyper HardBoiled Gourmet Report,[],,56,,,Japanese,,https://m.media-amazon.com/images/M/MV5BZDAwN2E4ODEtNzY5MC00YTVlLWI1MjAtN2I1OTIyNTZlMmUyXkEyXkFqcGdeQXVyMzk2NTIwMzc@._V1_SX300.jpg,
Joy,[],,,,,Dutch,"A young girl named Joy is looking for love and connection. When she loses control during a date, the innocent looking Joy seems to be more than meets the eye...",https://m.media-amazon.com/images/M/MV5BZDEwMDEyZWUtZDZmYi00YTVjLTg0MDMtNjEzNzU2MWFmYzgxXkEyXkFqcGdeQXVyODkwNTAwNzE@._V1_SX300.jpg,
Rim of the World,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",5.3,"26,379",,,"English, Chinese",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,https://m.media-amazon.com/images/M/MV5BMjAyNTE0MTQzNF5BMl5BanBnXkFtZTgwMjc2MzUwODM@._V1_SX300.jpg,
She's Gotta Have It,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",,,,,"English, Chinese",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,https://m.media-amazon.com/images/M/MV5BMjAyNTE0MTQzNF5BMl5BanBnXkFtZTgwMjc2MzUwODM@._V1_SX300.jpg,
The Perfection,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",,,,,"English, Chinese",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,https://m.media-amazon.com/images/M/MV5BMjAyNTE0MTQzNF5BMl5BanBnXkFtZTgwMjc2MzUwODM@._V1_SX300.jpg,
WHAT / IF,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,"17,550",,,English,"An anthology series which tackles a different morality tale, and the ripple effect of a single decision that changes the trajectory of an entire life.",https://m.media-amazon.com/images/M/MV5BMmMyNDVkZmUtZDdjYy00ZWY4LWI5YmQtYjQwYzNhNTlkNDY5XkEyXkFqcGc@._V1_SX300.jpg,
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,,,,English,"An anthology series which tackles a different morality tale, and the ripple effect of a single decision that changes the trajectory of an entire life.",https://m.media-amazon.com/images/M/MV5BMmMyNDVkZmUtZDdjYy00ZWY4LWI5YmQtYjQwYzNhNTlkNDY5XkEyXkFqcGc@._V1_SX300.jpg,
A Tale of Two Kitchens,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,340,,,"Spanish, English","Two countries, two restaurants, one vision. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",https://m.media-amazon.com/images/M/MV5BNzkzYTY2OTEtOTM5MC00MDdiLThlZWYtZTFjNmMwMTNjZjBiXkEyXkFqcGc@._V1_SX300.jpg,
The Man Who Feels No Pain,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",7.3,"9,275",,,Hindi,"It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain, and he sets out to learn martial arts and hunt down muggers.",https://m.media-amazon.com/images/M/MV5BMDVkYTM1NDgtOTliOS00NDVhLTg4NDItNzgwNDBjOGZjY2U1XkEyXkFqcGc@._V1_SX300.jpg,
Wanda Sykes: Not Normal,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",7.3,"2,119",,,English,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.",https://m.media-amazon.com/images/M/MV5BNWQ0ZTc0MmMtOTljYS00OTU1LTgxYmYtZTJjMGVmMDhiMGI3XkEyXkFqcGc@._V1_SX300.jpg,
Prince of Peoria,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,,,,English,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.",https://m.media-amazon.com/images/M/MV5BNWQ0ZTc0MmMtOTljYS00OTU1LTgxYmYtZTJjMGVmMDhiMGI3XkEyXkFqcGc@._V1_SX300.jpg,
Rosario Tijeras,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,,,,English,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.",https://m.media-amazon.com/images/M/MV5BNWQ0ZTc0MmMtOTljYS00OTU1LTgxYmYtZTJjMGVmMDhiMGI3XkEyXkFqcGc@._V1_SX300.jpg,
1994,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",7.5,948,,,Italian,Italian drama based in the turbulent political landscape of 1990s Italy.,https://m.media-amazon.com/images/M/MV5BNmY5NDQ5NmUtMjcxOS00ZDYxLTliZWQtZDM0ZDZhZWRhNDE1XkEyXkFqcGc@._V1_SX300.jpg,
Born in Gaza,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",7.7,"2,804",,,"English, Arabic","Filmed shortly after the 2014 Gaza war, this documentary examines how violence has transformed the lives of 10 Palestinian children.",https://m.media-amazon.com/images/M/MV5BZjUwMTVmMmYtYTE5Mi00NTBlLWE3NDktNzkyODA5ODQxMzgwXkEyXkFqcGc@._V1_SX300.jpg,
Born in Syria,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",7.7,374,,,Arabic,"Since civil war started in Syria in 2011, an estimated 9 million Syrians have fled their homes, half of them children. These children have fled unimaginable horror: the indiscriminate bombings of Bachar Al Assad's government, and ...",https://m.media-amazon.com/images/M/MV5BZjhiMzJhYTEtNmFiYy00NjYyLThmMWItYmI5Y2Y1OWRkYmY2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,
Dying to Tell,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",6.8,413,,,"English, Spanish, Arabic","""Morir para contar"" tells the stories of Spanish war correspondant dead while doing their work.",https://m.media-amazon.com/images/M/MV5BNzg2ZmE2OTgtNTZkOS00MDgzLTg1ZTMtMjU5YmE5YTdiYzAxXkEyXkFqcGc@._V1_SX300.jpg,
It's Bruno!,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",7.4,"3,317",,,English,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno, and making sure the neighbors show his pooch the proper respect.",https://m.media-amazon.com/images/M/MV5BZTM4ZjFkM2YtYzE4My00MzNhLWIzMWEtYzU2N2VlMmYyOWRlXkEyXkFqcGc@._V1_SX300.jpg,
Maria,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",5.0,"2,544",,,"Filipino, English",A Filipino female assassin quits and fakes her death. Her old boss finds out after she's gotten a family. He tries to kill them. She responds.,https://m.media-amazon.com/images/M/MV5BMDRlMmM3YmEtYmE3ZC00NDIyLWFkMzMtZjAzNWQxMGYzMTNlXkEyXkFqcGc@._V1_SX300.jpg,
ReMastered: The Lion's Share,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,,,,"Filipino, English",A Filipino female assassin quits and fakes her death. Her old boss finds out after she's gotten a family. He tries to kill them. She responds.,https://m.media-amazon.com/images/M/MV5BMDRlMmM3YmEtYmE3ZC00NDIyLWFkMzMtZjAzNWQxMGYzMTNlXkEyXkFqcGc@._V1_SX300.jpg,
Saverio Raimondo: Il Satiro Parlante,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",6.0,58,,,Italian,,https://m.media-amazon.com/images/M/MV5BYTA5ZjNjMzYtZTc2Zi00MDM5LWFlZDItNDQ0NGI3NTZjMDMyXkEyXkFqcGc@._V1_SX300.jpg,
See You Yesterday,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",5.3,"11,797",,74.0,English,"Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.",https://m.media-amazon.com/images/M/MV5BMTI1OGY0NjgtN2JhYS00OGRhLTliNGYtYTcwZDIwMDhkOGZiXkEyXkFqcGc@._V1_SX300.jpg,
White Gold,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",,,,74.0,English,"Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.",https://m.media-amazon.com/images/M/MV5BMTI1OGY0NjgtN2JhYS00OGRhLTliNGYtYTcwZDIwMDhkOGZiXkEyXkFqcGc@._V1_SX300.jpg,
Good Sam,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",5.8,"3,428",,,English,"When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of ""Good Sam.""",https://m.media-amazon.com/images/M/MV5BNzNlMDkxNzEtYzRiYS00ZTU1LWE2OGQtYjY5Y2I2MjNlYjk3XkEyXkFqcGc@._V1_SX300.jpg,
Jonaki,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",6.6,301,,,"Bengali, English","While Jonaki, an 80-year-old woman, searches for love in a strange world of decaying memories, her lover, now old and grey, returns to a world she is leaving behind.",https://m.media-amazon.com/images/M/MV5BMzIyOTlhYzctOTZjMC00NmY3LTg5OTctODFlZTc2NTk2N2NiXkEyXkFqcGdeQXVyMjQ2NzY0Njk@._V1_SX300.jpg,
PATRICK (2019),"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,,,,"Bengali, English","While Jonaki, an 80-year-old woman, searches for love in a strange world of decaying memories, her lover, now old and grey, returns to a world she is leaving behind.",https://m.media-amazon.com/images/M/MV5BMzIyOTlhYzctOTZjMC00NmY3LTg5OTctODFlZTc2NTk2N2NiXkEyXkFqcGdeQXVyMjQ2NzY0Njk@._V1_SX300.jpg,
Dennis and Gnasher Unleashed,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,,,,"Bengali, English","While Jonaki, an 80-year-old woman, searches for love in a strange world of decaying memories, her lover, now old and grey, returns to a world she is leaving behind.",https://m.media-amazon.com/images/M/MV5BMzIyOTlhYzctOTZjMC00NmY3LTg5OTctODFlZTc2NTk2N2NiXkEyXkFqcGdeQXVyMjQ2NzY0Njk@._V1_SX300.jpg,
Hamid,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",7.7,"1,412",,,"Urdu, Hindi","Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God, by dialing this number. He wants to talk to his father, who his mother tells him has gone to Allah. One fine day the phone call is answe...",https://m.media-amazon.com/images/M/MV5BYmJmYzhkOWUtYzc2ZS00NTJjLWExMjQtMTFlYTYwZDZmZjRlXkEyXkFqcGc@._V1_SX300.jpg,
"Heidi, bienvenida a casa","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",6.1,32,,,Spanish,"Inspired by the classic novel, this teleserie follows Heidi, who leaves her happy life in the mountains behind her when her aunt takes her to the big city.",https://m.media-amazon.com/images/M/MV5BN2YwNGM0ZTYtNjg3Ni00NjhiLTljYmUtMWVmMTcwMzY5NjZkXkEyXkFqcGc@._V1_SX300.jpg,
I Hear You,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",7.1,941,,,"Mandarin, Chinese",An aloof violin maker strikes up a relationship with a sweet girl next door after they are unexpectedly cast in a reality-dating show.,https://m.media-amazon.com/images/M/MV5BMjRkNTk1ZjktOTU2ZC00ZjYwLTk5Y2YtNDIxNWFlZWZhNDc5XkEyXkFqcGc@._V1_SX300.jpg,
Backdraft 2,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",4.8,"1,872",,,English,"The sequel to the 1991 hit, follows an investigator with the Chicago F.D., who has to track down an arms dealer who use deadly fires as a distraction.",https://m.media-amazon.com/images/M/MV5BOGU0MjA0ODMtY2MyZS00OWZlLThhNzctNzhlMTM4MWFmMzMxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,
Revisions,[],,,,,English,"While planning a wedding with his fiancé, a writer struggles to find the perfect ending to a story about a restless magician.",https://m.media-amazon.com/images/M/MV5BNWFjMTc1YjUtYjI4ZC00ODQ5LThiMGEtZmUwM2U0NmZmZTM1XkEyXkFqcGdeQXVyMTc5MzA1Nzk@._V1_SX300.jpg,
Still LAUGH-IN: The Stars Celebrate,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",5.2,676,,,English,"Hollywood's finest pay tribute to ""Rowan and Martin's Laugh-In"" for an uncensored and unforgettable celebration at The Dolby Theater.",https://m.media-amazon.com/images/M/MV5BOTAzZGYwY2ItNDUzZC00OTc5LWI2OGYtNDQwOGMwMWE4MjBmXkEyXkFqcGc@._V1_SX300.jpg,
Weed the People,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",7.3,403,,,English,"Patients suffering from cancer, and their families, struggle against mean-spirited legislation, and the proclaimed goal of Attorney General Jeff Sessions to roll back marijuana reforms in states such as California.",https://m.media-amazon.com/images/M/MV5BMTk0Njk4Njg4NV5BMl5BanBnXkFtZTgwODg4MzA0NjM@._V1_SX300.jpg,
Malibu Rescue,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",5.1,"1,619",,,English,"Aspiring junior lifeguards compete against snobby local kids for bragging rights and the ultimate tower at Malibu Beach, California.",https://m.media-amazon.com/images/M/MV5BMDY0NmIwZDMtMjA1OC00M2I3LWJhYjktNjM5OGFkMGUzMWZhXkEyXkFqcGc@._V1_SX300.jpg,
Merata: How Mum Decolonised the Screen,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,,,,English,"Aspiring junior lifeguards compete against snobby local kids for bragging rights and the ultimate tower at Malibu Beach, California.",https://m.media-amazon.com/images/M/MV5BMDY0NmIwZDMtMjA1OC00M2I3LWJhYjktNjM5OGFkMGUzMWZhXkEyXkFqcGc@._V1_SX300.jpg,
The Defected,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",7.2,94,,,Chinese,"Thrilling and mysterious story of promising young detective Sheung, powerful Madam Man and experienced undercover Bingo, who all work for Hong Kong police department.",https://m.media-amazon.com/images/M/MV5BYjY3YmZlZDEtMGFmMy00NDg2LWI1OGItOGMxYmEyZTU2ZGI0XkEyXkFqcGc@._V1_SX300.jpg,
Dry Martina,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",5.8,"1,172",,,Spanish,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one...",https://m.media-amazon.com/images/M/MV5BMmFhMzUwMjItYzFkYi00NzljLWIwMTAtNjJhNGM2MjMwOGJiXkEyXkFqcGc@._V1_SX300.jpg,
Shéhérazade,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",,,,,Spanish,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one...",https://m.media-amazon.com/images/M/MV5BMmFhMzUwMjItYzFkYi00NzljLWIwMTAtNjJhNGM2MjMwOGJiXkEyXkFqcGc@._V1_SX300.jpg,
The Great Magician,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",5.9,"2,046",,,Mandarin,A Chinese warlord hires a conjurer to help him impress a resistant concubine.,https://m.media-amazon.com/images/M/MV5BNDBjYzlhM2UtMDM4ZC00N2VkLTlkYjItNzIwNzcxNjNjOTRhXkEyXkFqcGc@._V1_SX300.jpg,
Easy,[],,,,,English,"After a teenager discovers a mysterious box, he realizes that what's inside it can fulfill every wish. But at what price?",https://m.media-amazon.com/images/M/MV5BMjg3ZWIzNzctYjhkYS00NjU5LWI5ZjYtZWUyMDdmNzEyOGI2XkEyXkFqcGdeQXVyNjI2MjI0OTA@._V1_SX300.jpg,
In Family I Trust,[],,,,,English,"After a teenager discovers a mysterious box, he realizes that what's inside it can fulfill every wish. But at what price?",https://m.media-amazon.com/images/M/MV5BMjg3ZWIzNzctYjhkYS00NjU5LWI5ZjYtZWUyMDdmNzEyOGI2XkEyXkFqcGdeQXVyNjI2MjI0OTA@._V1_SX300.jpg,
Jailbirds,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",7.0,"1,392",,,,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life - and love - on the inside.",https://m.media-amazon.com/images/M/MV5BNGIzODM1ZmQtNzQ3MS00NzE4LTk1M2YtNGI5MzcxMGIxYWY2XkEyXkFqcGc@._V1_SX300.jpg,
The Mechanism,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,,,,,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life - and love - on the inside.",https://m.media-amazon.com/images/M/MV5BNGIzODM1ZmQtNzQ3MS00NzE4LTk1M2YtNGI5MzcxMGIxYWY2XkEyXkFqcGc@._V1_SX300.jpg,
The Princess Weiyoung,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",7.8,"1,138",,,"Mandarin, Chinese","After managing to escape from death, Northern Liang's princess takes on the identity of her saviour, Li Wei Young, in order to seek revenge against her enemies who destroyed her kingdom.",https://m.media-amazon.com/images/M/MV5BMzIwMDA3ODQtNGMwMi00Y2RhLTg4NzgtZjdkMDgzZmU0NDBiXkEyXkFqcGc@._V1_SX300.jpg,
The Society,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",7.1,"40,208",,,English,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",https://m.media-amazon.com/images/M/MV5BMmNlZDcwNjYtOWY3ZC00NGY4LTlkYTktMTAxZjFjNjRhYjJiXkEyXkFqcGc@._V1_SX300.jpg,
